,Name,Sex,Age,Team,Country,NOC,Games,Year,Season,City,Sport,Event,Medal
50723,GUIDO DE FELIP,M,15,ITALY,ITALY,ITA,1920 SUMMER,1920,SUMMER,ANTWERPEN,ROWING,ROWING MEN'S COXED PAIRS,GOLD
8015,PIETRO ANNONI,M,33,ITALY,ITALY,ITA,1920 SUMMER,1920,SUMMER,ANTWERPEN,ROWING,ROWING MEN'S DOUBLE SCULLS,SILVER
57324,ERMINIO DONES,M,33,ITALY,ITALY,ITA,1920 SUMMER,1920,SUMMER,ANTWERPEN,ROWING,ROWING MEN'S DOUBLE SCULLS,SILVER
36800,NINO CASTELLI,M,25,ITALY,ITALY,ITA,1920 SUMMER,1920,SUMMER,ANTWERPEN,ROWING,ROWING MEN'S SINGLE SCULLS,NONE
25857,GIANCARLO BORIANI,M,25,ITALY,ITALY,ITA,1920 SUMMER,1920,SUMMER,ANTWERPEN,SHOOTING,"SHOOTING MEN'S FREE PISTOL, 50 METRES, TEAM",NONE
34569,"PIER-FRANCESCO ""PEPPY"" CAMPUS",M,25,ITALY,ITALY,ITA,1920 SUMMER,1920,SUMMER,ANTWERPEN,SHOOTING,"SHOOTING MEN'S FREE RIFLE, THREE POSITIONS, 300 METRES, TEAM",NONE
25856,GIANCARLO BORIANI,M,25,ITALY,ITALY,ITA,1920 SUMMER,1920,SUMMER,ANTWERPEN,SHOOTING,"SHOOTING MEN'S MILITARY PISTOL, TEAM",NONE
51691,SEM DE RANIERI,M,25,ITALY,ITALY,ITA,1920 SUMMER,1920,SUMMER,ANTWERPEN,SHOOTING,"SHOOTING MEN'S MILITARY RIFLE, 300 METRES AND 600 METRES, PRONE, TEAM",NONE
34570,"PIER-FRANCESCO ""PEPPY"" CAMPUS",M,25,ITALY,ITALY,ITA,1920 SUMMER,1920,SUMMER,ANTWERPEN,SHOOTING,"SHOOTING MEN'S MILITARY RIFLE, PRONE, 300 METRES, TEAM",NONE
34571,"PIER-FRANCESCO ""PEPPY"" CAMPUS",M,25,ITALY,ITALY,ITA,1920 SUMMER,1920,SUMMER,ANTWERPEN,SHOOTING,"SHOOTING MEN'S MILITARY RIFLE, PRONE, 600 METRES, TEAM",NONE
25858,GIANCARLO BORIANI,M,25,ITALY,ITALY,ITA,1920 SUMMER,1920,SUMMER,ANTWERPEN,SHOOTING,"SHOOTING MEN'S MILITARY RIFLE, STANDING, 300 METRES, TEAM",NONE
51690,SEM DE RANIERI,M,25,ITALY,ITALY,ITA,1920 SUMMER,1920,SUMMER,ANTWERPEN,SHOOTING,"SHOOTING MEN'S MILITARY RIFLE, STANDING, 300 METRES, TEAM",NONE
67150,LUIGI FAVRETTI,M,25,ITALY,ITALY,ITA,1920 SUMMER,1920,SUMMER,ANTWERPEN,SHOOTING,"SHOOTING MEN'S MILITARY RIFLE, STANDING, 300 METRES, TEAM",NONE
34573,"PIER-FRANCESCO ""PEPPY"" CAMPUS",M,25,ITALY,ITALY,ITA,1920 SUMMER,1920,SUMMER,ANTWERPEN,SHOOTING,"SHOOTING MEN'S SMALL BORE-RIFLE, STANDING, 50 METRES, TEAM",NONE
34572,"PIER-FRANCESCO ""PEPPY"" CAMPUS",M,25,ITALY,ITALY,ITA,1920 SUMMER,1920,SUMMER,ANTWERPEN,SHOOTING,"SHOOTING MEN'S SMALL-BORE RIFLE, STANDING, 50 METRES",NONE
22313,GILIO BISAGNO,M,18,ITALY,ITALY,ITA,1920 SUMMER,1920,SUMMER,ANTWERPEN,SWIMMING,"SWIMMING MEN'S 1,500 METRES FREESTYLE",NONE
22314,GILIO BISAGNO,M,18,ITALY,ITALY,ITA,1920 SUMMER,1920,SUMMER,ANTWERPEN,SWIMMING,SWIMMING MEN'S 4 X 200 METRES FREESTYLE RELAY,NONE
22312,GILIO BISAGNO,M,18,ITALY,ITALY,ITA,1920 SUMMER,1920,SUMMER,ANTWERPEN,SWIMMING,SWIMMING MEN'S 400 METRES FREESTYLE,NONE
13212,"GIOVANNI ""MINO"" BALBI DI ROBECCO",M,24,ITALY,ITALY,ITA,1920 SUMMER,1920,SUMMER,ANTWERPEN,TENNIS,TENNIS MEN'S DOUBLES,NONE
43654,CESARE COLOMBO,M,25,ITALY,ITALY,ITA,1920 SUMMER,1920,SUMMER,ANTWERPEN,TENNIS,TENNIS MEN'S DOUBLES,NONE
13211,"GIOVANNI ""MINO"" BALBI DI ROBECCO",M,24,ITALY,ITALY,ITA,1920 SUMMER,1920,SUMMER,ANTWERPEN,TENNIS,TENNIS MEN'S SINGLES,NONE
24986,ALBERTO BONACOSSA,M,36,ITALY,ITALY,ITA,1920 SUMMER,1920,SUMMER,ANTWERPEN,TENNIS,TENNIS MEN'S SINGLES,NONE
43652,CESARE COLOMBO,M,25,ITALY,ITALY,ITA,1920 SUMMER,1920,SUMMER,ANTWERPEN,TENNIS,TENNIS MEN'S SINGLES,NONE
43653,CESARE COLOMBO,M,25,ITALY,ITALY,ITA,1920 SUMMER,1920,SUMMER,ANTWERPEN,TENNIS,TENNIS MIXED DOUBLES,NONE
9543,ADRIANO ARNOLDO,M,25,ITALY,ITALY,ITA,1920 SUMMER,1920,SUMMER,ANTWERPEN,TUG-OF-WAR,TUG-OF-WAR MEN'S TUG-OF-WAR,NONE
34067,SILVIO CALZOLARI,M,25,ITALY,ITALY,ITA,1920 SUMMER,1920,SUMMER,ANTWERPEN,TUG-OF-WAR,TUG-OF-WAR MEN'S TUG-OF-WAR,NONE
35946,ROMOLO LUIGI TULLIO CARPI,M,34,ITALY,ITALY,ITA,1920 SUMMER,1920,SUMMER,ANTWERPEN,TUG-OF-WAR,TUG-OF-WAR MEN'S TUG-OF-WAR,NONE
19624,AMILCARE BERETTA,M,28,ITALY,ITALY,ITA,1920 SUMMER,1920,SUMMER,ANTWERPEN,WATER POLO,WATER POLO MEN'S WATER POLO,NONE
24195,ERCOLE BOERO,M,25,ITALY,ITALY,ITA,1920 SUMMER,1920,SUMMER,ANTWERPEN,WATER POLO,WATER POLO MEN'S WATER POLO,NONE
24196,MARIO BOERO,M,25,ITALY,ITALY,ITA,1920 SUMMER,1920,SUMMER,ANTWERPEN,WATER POLO,WATER POLO MEN'S WATER POLO,NONE
32370,LUIGI VIRGILIO ROMOLO BURLANDO,M,21,ITALY,ITALY,ITA,1920 SUMMER,1920,SUMMER,ANTWERPEN,WATER POLO,WATER POLO MEN'S WATER POLO,NONE
33275,SALVATORE CABELLA,M,25,ITALY,ITALY,ITA,1920 SUMMER,1920,SUMMER,ANTWERPEN,WATER POLO,WATER POLO MEN'S WATER POLO,NONE
26664,FILIPPO EMANUELE BOTTINO,M,31,ITALY,ITALY,ITA,1920 SUMMER,1920,SUMMER,ANTWERPEN,WEIGHTLIFTING,WEIGHTLIFTING MEN'S HEAVYWEIGHT,GOLD
21336,PIETRO UBALDO BIANCHI,M,25,ITALY,ITALY,ITA,1920 SUMMER,1920,SUMMER,ANTWERPEN,WEIGHTLIFTING,WEIGHTLIFTING MEN'S MIDDLEWEIGHT,SILVER
34057,GIORGIO CALZ,M,19,ITALY,ITALY,ITA,1920 SUMMER,1920,SUMMER,ANTWERPEN,WRESTLING,"WRESTLING MEN'S HEAVYWEIGHT, GRECO-ROMAN",NONE
35321,GIOVANNI BATTISTA CARDINALE,M,24,ITALY,ITALY,ITA,1920 SUMMER,1920,SUMMER,ANTWERPEN,WRESTLING,"WRESTLING MEN'S LIGHT-HEAVYWEIGHT, GRECO-ROMAN",NONE
44961,CARLO AMERIGO CORSANEGO,M,25,ITALY,ITALY,ITA,1920 SUMMER,1920,SUMMER,ANTWERPEN,WRESTLING,"WRESTLING MEN'S MIDDLEWEIGHT, GRECO-ROMAN",NONE
43296,JEAN COLBACH,M,23,LUXEMBOURG,LUXEMBOURG,LUX,1920 SUMMER,1920,SUMMER,ANTWERPEN,ATHLETICS,ATHLETICS MEN'S 100 METRES,NONE
43297,JEAN COLBACH,M,23,LUXEMBOURG,LUXEMBOURG,LUX,1920 SUMMER,1920,SUMMER,ANTWERPEN,ATHLETICS,ATHLETICS MEN'S 4 X 100 METRES RELAY,NONE
63291,ROBERT ELTER,M,21,LUXEMBOURG,LUXEMBOURG,LUX,1920 SUMMER,1920,SUMMER,ANTWERPEN,FOOTBALL,FOOTBALL MEN'S FOOTBALL,NONE
5789,"JOSEPH ""JOS"" ALZIN",M,26,LUXEMBOURG,LUXEMBOURG,LUX,1920 SUMMER,1920,SUMMER,ANTWERPEN,WEIGHTLIFTING,WEIGHTLIFTING MEN'S HEAVYWEIGHT,SILVER
52382,MICHEL DECHMANN,M,23,LUXEMBOURG,LUXEMBOURG,LUX,1920 SUMMER,1920,SUMMER,ANTWERPEN,WRESTLING,"WRESTLING MEN'S MIDDLEWEIGHT, GRECO-ROMAN",NONE
14899,MILE BARRAL,M,28,MONACO,MONACO,MON,1920 SUMMER,1920,SUMMER,ANTWERPEN,ATHLETICS,ATHLETICS MEN'S 800 METRES,NONE
46486,JOSEPH CROVETTO,M,30,MONACO,MONACO,MON,1920 SUMMER,1920,SUMMER,ANTWERPEN,GYMNASTICS,GYMNASTICS MEN'S INDIVIDUAL ALL-AROUND,NONE
50487,"PETRUS GODEFRIDUS ""PIET"" DE BROUWER",M,39,NETHERLANDS,NETHERLANDS,NED,1920 SUMMER,1920,SUMMER,ANTWERPEN,ARCHERY,"ARCHERY MEN'S TARGET ARCHERY, 28 METRES, TEAM",GOLD
52066,JAN CORNELIS DE VRIES,M,24,NETHERLANDS,NETHERLANDS,NED,1920 SUMMER,1920,SUMMER,ANTWERPEN,ATHLETICS,ATHLETICS MEN'S 100 METRES,NONE
52067,JAN CORNELIS DE VRIES,M,24,NETHERLANDS,NETHERLANDS,NED,1920 SUMMER,1920,SUMMER,ANTWERPEN,ATHLETICS,ATHLETICS MEN'S 4 X 100 METRES RELAY,NONE
50981,"NICOLAAS JAN ""NICO"" DE JONG",M,32,NETHERLANDS,NETHERLANDS,NED,1920 SUMMER,1920,SUMMER,ANTWERPEN,CYCLING,"CYCLING MEN'S ROAD RACE, INDIVIDUAL",NONE
50982,"NICOLAAS JAN ""NICO"" DE JONG",M,32,NETHERLANDS,NETHERLANDS,NED,1920 SUMMER,1920,SUMMER,ANTWERPEN,CYCLING,"CYCLING MEN'S ROAD RACE, TEAM",NONE
25526,TJABEL BOONSTRA,M,20,NETHERLANDS,NETHERLANDS,NED,1920 SUMMER,1920,SUMMER,ANTWERPEN,CYCLING,CYCLING MEN'S SPRINT,NONE
52055,"FRANCISCUS ""FRANS"" DE VRENG",M,22,NETHERLANDS,NETHERLANDS,NED,1920 SUMMER,1920,SUMMER,ANTWERPEN,CYCLING,CYCLING MEN'S SPRINT,NONE
17563,"PIETER ""PIET"" BEETS",M,20,NETHERLANDS,NETHERLANDS,NED,1920 SUMMER,1920,SUMMER,ANTWERPEN,CYCLING,"CYCLING MEN'S TANDEM SPRINT, 2,000 METRES",NONE
25527,TJABEL BOONSTRA,M,20,NETHERLANDS,NETHERLANDS,NED,1920 SUMMER,1920,SUMMER,ANTWERPEN,CYCLING,"CYCLING MEN'S TANDEM SPRINT, 2,000 METRES",NONE
52056,"FRANCISCUS ""FRANS"" DE VRENG",M,22,NETHERLANDS,NETHERLANDS,NED,1920 SUMMER,1920,SUMMER,ANTWERPEN,CYCLING,"CYCLING MEN'S TANDEM SPRINT, 2,000 METRES",BRONZE
17564,"PIETER ""PIET"" BEETS",M,20,NETHERLANDS,NETHERLANDS,NED,1920 SUMMER,1920,SUMMER,ANTWERPEN,CYCLING,"CYCLING MEN'S TEAM PURSUIT, 4,000 METRES",NONE
52057,"FRANCISCUS ""FRANS"" DE VRENG",M,22,NETHERLANDS,NETHERLANDS,NED,1920 SUMMER,1920,SUMMER,ANTWERPEN,CYCLING,"CYCLING MEN'S TEAM PURSUIT, 4,000 METRES",NONE
29945,WOUTER BROUWER,M,37,NETHERLANDS,NETHERLANDS,NED,1920 SUMMER,1920,SUMMER,ANTWERPEN,FENCING,"FENCING MEN'S FOIL, INDIVIDUAL",NONE
50937,"ADRIANUS EGBERT WILLEM ""ARIE"" DE JONG",M,37,NETHERLANDS,NETHERLANDS,NED,1920 SUMMER,1920,SUMMER,ANTWERPEN,FENCING,"FENCING MEN'S FOIL, INDIVIDUAL",NONE
29946,WOUTER BROUWER,M,37,NETHERLANDS,NETHERLANDS,NED,1920 SUMMER,1920,SUMMER,ANTWERPEN,FENCING,"FENCING MEN'S FOIL, TEAM",NONE
50938,"ADRIANUS EGBERT WILLEM ""ARIE"" DE JONG",M,37,NETHERLANDS,NETHERLANDS,NED,1920 SUMMER,1920,SUMMER,ANTWERPEN,FENCING,"FENCING MEN'S FOIL, TEAM",NONE
29948,WOUTER BROUWER,M,37,NETHERLANDS,NETHERLANDS,NED,1920 SUMMER,1920,SUMMER,ANTWERPEN,FENCING,"FENCING MEN'S SABRE, INDIVIDUAL",NONE
50941,"ADRIANUS EGBERT WILLEM ""ARIE"" DE JONG",M,37,NETHERLANDS,NETHERLANDS,NED,1920 SUMMER,1920,SUMMER,ANTWERPEN,FENCING,"FENCING MEN'S SABRE, INDIVIDUAL",BRONZE
50942,"ADRIANUS EGBERT WILLEM ""ARIE"" DE JONG",M,37,NETHERLANDS,NETHERLANDS,NED,1920 SUMMER,1920,SUMMER,ANTWERPEN,FENCING,"FENCING MEN'S SABRE, TEAM",BRONZE
52981,LOUIS ALBERT ARMAND ETIENNE DELAUNOIJ,M,41,NETHERLANDS,NETHERLANDS,NED,1920 SUMMER,1920,SUMMER,ANTWERPEN,FENCING,"FENCING MEN'S SABRE, TEAM",BRONZE
57483,JETZE DOORMAN,M,38,NETHERLANDS,NETHERLANDS,NED,1920 SUMMER,1920,SUMMER,ANTWERPEN,FENCING,"FENCING MEN'S SABRE, TEAM",BRONZE
29947,WOUTER BROUWER,M,37,NETHERLANDS,NETHERLANDS,NED,1920 SUMMER,1920,SUMMER,ANTWERPEN,FENCING,"FENCING MEN'S EPEE, INDIVIDUAL",NONE
50939,"ADRIANUS EGBERT WILLEM ""ARIE"" DE JONG",M,37,NETHERLANDS,NETHERLANDS,NED,1920 SUMMER,1920,SUMMER,ANTWERPEN,FENCING,"FENCING MEN'S EPEE, INDIVIDUAL",NONE
52980,LOUIS ALBERT ARMAND ETIENNE DELAUNOIJ,M,41,NETHERLANDS,NETHERLANDS,NED,1920 SUMMER,1920,SUMMER,ANTWERPEN,FENCING,"FENCING MEN'S EPEE, INDIVIDUAL",NONE
50940,"ADRIANUS EGBERT WILLEM ""ARIE"" DE JONG",M,37,NETHERLANDS,NETHERLANDS,NED,1920 SUMMER,1920,SUMMER,ANTWERPEN,FENCING,"FENCING MEN'S EPEE, TEAM",NONE
57482,JETZE DOORMAN,M,38,NETHERLANDS,NETHERLANDS,NED,1920 SUMMER,1920,SUMMER,ANTWERPEN,FENCING,"FENCING MEN'S EPEE, TEAM",NONE
21623,"ADRIANUS GERARDUS ""ARIE"" BIESHAAR",M,21,NETHERLANDS,NETHERLANDS,NED,1920 SUMMER,1920,SUMMER,ANTWERPEN,FOOTBALL,FOOTBALL MEN'S FOOTBALL,BRONZE
26453,"LEONARD FRANCOIS GERARD ""LEO"" BOSSCHART",M,31,NETHERLANDS,NETHERLANDS,NED,1920 SUMMER,1920,SUMMER,ANTWERPEN,FOOTBALL,FOOTBALL MEN'S FOOTBALL,BRONZE
31816,EVERT JAN BULDER,M,25,NETHERLANDS,NETHERLANDS,NED,1920 SUMMER,1920,SUMMER,ANTWERPEN,FOOTBALL,FOOTBALL MEN'S FOOTBALL,BRONZE
31817,"JACOB EISSE ""JAAP"" BULDER",M,23,NETHERLANDS,NETHERLANDS,NED,1920 SUMMER,1920,SUMMER,ANTWERPEN,FOOTBALL,FOOTBALL MEN'S FOOTBALL,BRONZE
51523,"JOHANNES DANIEL ""JAN"" DE NATRIS",M,24,NETHERLANDS,NETHERLANDS,NED,1920 SUMMER,1920,SUMMER,ANTWERPEN,FOOTBALL,FOOTBALL MEN'S FOOTBALL,BRONZE
53804,"HENRI LONARD BARTHLMI ""HARRY"" DNIS",M,23,NETHERLANDS,NETHERLANDS,NED,1920 SUMMER,1920,SUMMER,ANTWERPEN,FOOTBALL,FOOTBALL MEN'S FOOTBALL,BRONZE
22943,ROBBERT STEPHAN BLAISSE,M,19,NETHERLANDS,NETHERLANDS,NED,1920 SUMMER,1920,SUMMER,ANTWERPEN,ROWING,ROWING MEN'S COXED EIGHTS,NONE
27024,HUIBERT GERARD BOUMEESTER,M,19,NETHERLANDS,NETHERLANDS,NED,1920 SUMMER,1920,SUMMER,ANTWERPEN,ROWING,ROWING MEN'S COXED EIGHTS,NONE
50859,KOOS MARINUS DE HAAS,M,30,NETHERLANDS,NETHERLANDS,NED,1920 SUMMER,1920,SUMMER,ANTWERPEN,ROWING,ROWING MEN'S DOUBLE SCULLS,NONE
61957,FRITS EVERT EIJKEN,M,26,NETHERLANDS,NETHERLANDS,NED,1920 SUMMER,1920,SUMMER,ANTWERPEN,ROWING,ROWING MEN'S SINGLE SCULLS,NONE
21008,PETRUS BERNARDUS BEUKERS,M,20,BOREAS-2,NETHERLANDS,NED,1920 SUMMER,1920,SUMMER,ANTWERPEN,SAILING,SAILING MIXED 12 FOOT,SILVER
35902,"BERNARD ""BEREND"" CARP",M,19,ORANJE,NETHERLANDS,NED,1920 SUMMER,1920,SUMMER,ANTWERPEN,SAILING,SAILING MIXED 6.5 METRES,GOLD
35903,"JOHAN ROBERT ""JOOP"" CARP",M,23,ORANJE,NETHERLANDS,NED,1920 SUMMER,1920,SUMMER,ANTWERPEN,SAILING,SAILING MIXED 6.5 METRES,GOLD
27356,"ANTONIUS HUBERTUS MARIA ""ANTOINE"" BOUWENS",M,43,NETHERLANDS,NETHERLANDS,NED,1920 SUMMER,1920,SUMMER,ANTWERPEN,SHOOTING,"SHOOTING MEN'S FREE PISTOL, 50 METRES",NONE
27364,"HERMANUS MICHIEL ""HERMAN"" BOUWENS",M,51,NETHERLANDS,NETHERLANDS,NED,1920 SUMMER,1920,SUMMER,ANTWERPEN,SHOOTING,"SHOOTING MEN'S FREE PISTOL, 50 METRES",NONE
27357,"ANTONIUS HUBERTUS MARIA ""ANTOINE"" BOUWENS",M,43,NETHERLANDS,NETHERLANDS,NED,1920 SUMMER,1920,SUMMER,ANTWERPEN,SHOOTING,"SHOOTING MEN'S FREE PISTOL, 50 METRES, TEAM",NONE
27365,"HERMANUS MICHIEL ""HERMAN"" BOUWENS",M,51,NETHERLANDS,NETHERLANDS,NED,1920 SUMMER,1920,SUMMER,ANTWERPEN,SHOOTING,"SHOOTING MEN'S FREE PISTOL, 50 METRES, TEAM",NONE
27358,"ANTONIUS HUBERTUS MARIA ""ANTOINE"" BOUWENS",M,43,NETHERLANDS,NETHERLANDS,NED,1920 SUMMER,1920,SUMMER,ANTWERPEN,SHOOTING,"SHOOTING MEN'S FREE RIFLE, THREE POSITIONS, 300 METRES",NONE
27366,"HERMANUS MICHIEL ""HERMAN"" BOUWENS",M,51,NETHERLANDS,NETHERLANDS,NED,1920 SUMMER,1920,SUMMER,ANTWERPEN,SHOOTING,"SHOOTING MEN'S FREE RIFLE, THREE POSITIONS, 300 METRES",NONE
30762,"PIETER JOHANNES ""JAN"" BRUSSAARD",M,45,NETHERLANDS,NETHERLANDS,NED,1920 SUMMER,1920,SUMMER,ANTWERPEN,SHOOTING,"SHOOTING MEN'S FREE RIFLE, THREE POSITIONS, 300 METRES",NONE
27359,"ANTONIUS HUBERTUS MARIA ""ANTOINE"" BOUWENS",M,43,NETHERLANDS,NETHERLANDS,NED,1920 SUMMER,1920,SUMMER,ANTWERPEN,SHOOTING,"SHOOTING MEN'S FREE RIFLE, THREE POSITIONS, 300 METRES, TEAM",NONE
27367,"HERMANUS MICHIEL ""HERMAN"" BOUWENS",M,51,NETHERLANDS,NETHERLANDS,NED,1920 SUMMER,1920,SUMMER,ANTWERPEN,SHOOTING,"SHOOTING MEN'S FREE RIFLE, THREE POSITIONS, 300 METRES, TEAM",NONE
30763,"PIETER JOHANNES ""JAN"" BRUSSAARD",M,45,NETHERLANDS,NETHERLANDS,NED,1920 SUMMER,1920,SUMMER,ANTWERPEN,SHOOTING,"SHOOTING MEN'S FREE RIFLE, THREE POSITIONS, 300 METRES, TEAM",NONE
27363,"ANTONIUS HUBERTUS MARIA ""ANTOINE"" BOUWENS",M,43,NETHERLANDS,NETHERLANDS,NED,1920 SUMMER,1920,SUMMER,ANTWERPEN,SHOOTING,"SHOOTING MEN'S MILITARY RIFLE, 300 METRES AND 600 METRES, PRONE, TEAM",NONE
27371,"HERMANUS MICHIEL ""HERMAN"" BOUWENS",M,51,NETHERLANDS,NETHERLANDS,NED,1920 SUMMER,1920,SUMMER,ANTWERPEN,SHOOTING,"SHOOTING MEN'S MILITARY RIFLE, 300 METRES AND 600 METRES, PRONE, TEAM",NONE
30767,"PIETER JOHANNES ""JAN"" BRUSSAARD",M,45,NETHERLANDS,NETHERLANDS,NED,1920 SUMMER,1920,SUMMER,ANTWERPEN,SHOOTING,"SHOOTING MEN'S MILITARY RIFLE, 300 METRES AND 600 METRES, PRONE, TEAM",NONE
27360,"ANTONIUS HUBERTUS MARIA ""ANTOINE"" BOUWENS",M,43,NETHERLANDS,NETHERLANDS,NED,1920 SUMMER,1920,SUMMER,ANTWERPEN,SHOOTING,"SHOOTING MEN'S MILITARY RIFLE, PRONE, 300 METRES, TEAM",NONE
27368,"HERMANUS MICHIEL ""HERMAN"" BOUWENS",M,51,NETHERLANDS,NETHERLANDS,NED,1920 SUMMER,1920,SUMMER,ANTWERPEN,SHOOTING,"SHOOTING MEN'S MILITARY RIFLE, PRONE, 300 METRES, TEAM",NONE
30764,"PIETER JOHANNES ""JAN"" BRUSSAARD",M,45,NETHERLANDS,NETHERLANDS,NED,1920 SUMMER,1920,SUMMER,ANTWERPEN,SHOOTING,"SHOOTING MEN'S MILITARY RIFLE, PRONE, 300 METRES, TEAM",NONE
27361,"ANTONIUS HUBERTUS MARIA ""ANTOINE"" BOUWENS",M,43,NETHERLANDS,NETHERLANDS,NED,1920 SUMMER,1920,SUMMER,ANTWERPEN,SHOOTING,"SHOOTING MEN'S MILITARY RIFLE, PRONE, 600 METRES, TEAM",NONE
27369,"HERMANUS MICHIEL ""HERMAN"" BOUWENS",M,51,NETHERLANDS,NETHERLANDS,NED,1920 SUMMER,1920,SUMMER,ANTWERPEN,SHOOTING,"SHOOTING MEN'S MILITARY RIFLE, PRONE, 600 METRES, TEAM",NONE
30765,"PIETER JOHANNES ""JAN"" BRUSSAARD",M,45,NETHERLANDS,NETHERLANDS,NED,1920 SUMMER,1920,SUMMER,ANTWERPEN,SHOOTING,"SHOOTING MEN'S MILITARY RIFLE, PRONE, 600 METRES, TEAM",NONE
27362,"ANTONIUS HUBERTUS MARIA ""ANTOINE"" BOUWENS",M,43,NETHERLANDS,NETHERLANDS,NED,1920 SUMMER,1920,SUMMER,ANTWERPEN,SHOOTING,"SHOOTING MEN'S MILITARY RIFLE, STANDING, 300 METRES, TEAM",NONE
27370,"HERMANUS MICHIEL ""HERMAN"" BOUWENS",M,51,NETHERLANDS,NETHERLANDS,NED,1920 SUMMER,1920,SUMMER,ANTWERPEN,SHOOTING,"SHOOTING MEN'S MILITARY RIFLE, STANDING, 300 METRES, TEAM",NONE
30766,"PIETER JOHANNES ""JAN"" BRUSSAARD",M,45,NETHERLANDS,NETHERLANDS,NED,1920 SUMMER,1920,SUMMER,ANTWERPEN,SHOOTING,"SHOOTING MEN'S MILITARY RIFLE, STANDING, 300 METRES, TEAM",NONE
50722,"ROMAIN HENRI THEODOR DAVID ""REINDERT"" DE FAVAUGE",M,47,NETHERLANDS,NETHERLANDS,NED,1920 SUMMER,1920,SUMMER,ANTWERPEN,SHOOTING,"SHOOTING MEN'S TRAP, TEAM",NONE
17787,"MARIA MARTHA ""RIE"" BEISENHERZ",F,18,NETHERLANDS,NETHERLANDS,NED,1920 SUMMER,1920,SUMMER,ANTWERPEN,SWIMMING,SWIMMING WOMEN'S 100 METRES FREESTYLE,NONE
17902,"WILHELMUS JOHANNES ""WIM"" BEKKERS",M,29,NETHERLANDS,NETHERLANDS,NED,1920 SUMMER,1920,SUMMER,ANTWERPEN,TUG-OF-WAR,TUG-OF-WAR MEN'S TUG-OF-WAR,SILVER
24445,"GRARD ""G"" BOHLANDER",M,24,NETHERLANDS,NETHERLANDS,NED,1920 SUMMER,1920,SUMMER,ANTWERPEN,WATER POLO,WATER POLO MEN'S WATER POLO,NONE
45044,JOHAN GEORGE CORTLEVER,M,34,NETHERLANDS,NETHERLANDS,NED,1920 SUMMER,1920,SUMMER,ANTWERPEN,WATER POLO,WATER POLO MEN'S WATER POLO,NONE
18374,"PIETER LEONARD ""PIET"" BELMER",M,27,NETHERLANDS,NETHERLANDS,NED,1920 SUMMER,1920,SUMMER,ANTWERPEN,WEIGHTLIFTING,WEIGHTLIFTING MEN'S MIDDLEWEIGHT,NONE
25356,BAREND BONNEVELD,M,32,NETHERLANDS,NETHERLANDS,NED,1920 SUMMER,1920,SUMMER,ANTWERPEN,WRESTLING,"WRESTLING MEN'S HEAVYWEIGHT, GRECO-ROMAN",NONE
43097,CARL GUSTAV COERSE,M,27,NETHERLANDS,NETHERLANDS,NED,1920 SUMMER,1920,SUMMER,ANTWERPEN,WRESTLING,"WRESTLING MEN'S LIGHTWEIGHT, GRECO-ROMAN",NONE
61973,"JOHANNES PETRUS ""BERT"" EILLEBRECHT",M,31,NETHERLANDS,NETHERLANDS,NED,1920 SUMMER,1920,SUMMER,ANTWERPEN,WRESTLING,"WRESTLING MEN'S MIDDLEWEIGHT, GRECO-ROMAN",NONE
16765,ASLE LEONHARD BKKEDAL,M,23,NORWAY,NORWAY,NOR,1920 SUMMER,1920,SUMMER,ANTWERPEN,ATHLETICS,ATHLETICS MEN'S 100 METRES,NONE
130,ERLING RUDOLF AASTAD,M,22,NORWAY,NORWAY,NOR,1920 SUMMER,1920,SUMMER,ANTWERPEN,ATHLETICS,ATHLETICS MEN'S 4 X 100 METRES RELAY,NONE
16766,ASLE LEONHARD BKKEDAL,M,23,NORWAY,NORWAY,NOR,1920 SUMMER,1920,SUMMER,ANTWERPEN,ATHLETICS,ATHLETICS MEN'S 4 X 100 METRES RELAY,NONE
131,ERLING RUDOLF AASTAD,M,22,NORWAY,NORWAY,NOR,1920 SUMMER,1920,SUMMER,ANTWERPEN,ATHLETICS,ATHLETICS MEN'S LONG JUMP,NONE
11972,KAARE ERLING BACHE (GJERTSEN-),M,21,NORWAY,NORWAY,NOR,1920 SUMMER,1920,SUMMER,ANTWERPEN,ATHLETICS,ATHLETICS MEN'S TRIPLE JUMP,NONE
64105,PAUL ERDAL,M,17,NORWAY,NORWAY,NOR,1920 SUMMER,1920,SUMMER,ANTWERPEN,BOXING,BOXING MEN'S FEATHERWEIGHT,NONE
42640,JOHAN FOGH CLEMENTZ,M,25,NORWAY,NORWAY,NOR,1920 SUMMER,1920,SUMMER,ANTWERPEN,BOXING,BOXING MEN'S LIGHT-HEAVYWEIGHT,NONE
6741,SIGVARD AUGUST ANDERSEN,M,26,NORWAY,NORWAY,NOR,1920 SUMMER,1920,SUMMER,ANTWERPEN,DIVING,DIVING MEN'S PLAIN HIGH,NONE
48172,BERNHARD DAHL,M,21,NORWAY,NORWAY,NOR,1920 SUMMER,1920,SUMMER,ANTWERPEN,DIVING,DIVING MEN'S PLAIN HIGH,NONE
6740,SIGVARD AUGUST ANDERSEN,M,26,NORWAY,NORWAY,NOR,1920 SUMMER,1920,SUMMER,ANTWERPEN,DIVING,DIVING MEN'S PLATFORM,NONE
